unique_id,ds,y
estacionaria,1,22.85011117227924
estacionaria,2,21.791272847520478
estacionaria,3,19.514479717162796
estacionaria,4,19.19538130282922
estacionaria,5,21.196448982151033
estacionaria,6,21.782571800113214
estacionaria,7,19.95139366811291
estacionaria,8,18.47581984475924
estacionaria,9,19.52050001877711
estacionaria,10,19.863963509927373
estacionaria,11,19.607598465118386
estacionaria,12,19.201724557647676
estacionaria,13,20.450373408534812
estacionaria,14,20.405529658086014
estacionaria,15,19.76002661892143
estacionaria,16,19.263397416373532
estacionaria,17,19.730042026949118
estacionaria,18,20.651630089176017
estacionaria,19,21.305115464421377
estacionaria,20,20.39574937507117
estacionaria,21,18.37565368770329
estacionaria,22,16.642539230038174
estacionaria,23,16.707801564914796
estacionaria,24,17.605988883917625
estacionaria,25,19.30748411080526
estacionaria,26,21.016466972872212
estacionaria,27,23.244049751388083
estacionaria,28,25.170787187226818
estacionaria,29,24.624663947707727
estacionaria,30,22.992650824184505
estacionaria,31,20.726185236016438
estacionaria,32,18.763256031283145
estacionaria,33,18.4048098971298
estacionaria,34,18.432516336798013
estacionaria,35,20.720372101529787
estacionaria,36,21.6851490016756
estacionaria,37,20.598906535564684
estacionaria,38,19.893345570302664
estacionaria,39,18.920166945277142
estacionaria,40,19.170401164648638
estacionaria,41,20.751333443977927
estacionaria,42,20.01822707437612
estacionaria,43,21.205100155107772
estacionaria,44,22.263133664986846
estacionaria,45,22.551902707980524
estacionaria,46,22.754560179316325
estacionaria,47,23.126737813653214
estacionaria,48,23.052344907147653
estacionaria,49,23.368997055523742
estacionaria,50,22.3809061163172
estacionaria,51,21.748669736194614
estacionaria,52,21.07115006691213
estacionaria,53,21.559699715306284
estacionaria,54,21.720910031531496
estacionaria,55,20.73574731390697
estacionaria,56,20.50126541933775
estacionaria,57,20.152511081499274
estacionaria,58,20.4400119424868
estacionaria,59,20.57005899907374
estacionaria,60,19.66382917793883
estacionaria,61,19.9350915903676
estacionaria,62,19.391961872359943
estacionaria,63,18.744101200528874
estacionaria,64,19.070349917824988
estacionaria,65,19.61667995603978
estacionaria,66,19.822111496996616
estacionaria,67,20.064623365232354
estacionaria,68,21.320312097852916
estacionaria,69,22.009238357672288
estacionaria,70,22.648561322006742
estacionaria,71,21.890551496693163
estacionaria,72,20.745047841409477
estacionaria,73,20.65030081972878
estacionaria,74,20.457166686906017
estacionaria,75,20.965842150330822
estacionaria,76,20.022904689905136
estacionaria,77,20.132527792441362
estacionaria,78,20.952280852077298
estacionaria,79,20.975234058406897
estacionaria,80,22.069733468108154
estacionaria,81,21.440134681247745
estacionaria,82,19.386278678975287
estacionaria,83,17.73114613505035
estacionaria,84,18.40312117337787
estacionaria,85,19.29607781061122
estacionaria,86,20.76314538668509
estacionaria,87,21.98210215997284
estacionaria,88,21.656739283116284
estacionaria,89,21.222175855856356
estacionaria,90,17.731780220464127
estacionaria,91,17.292754962016012
estacionaria,92,18.13606040139862
estacionaria,93,19.546622570366768
estacionaria,94,19.2467546873529
estacionaria,95,19.347865480032667
estacionaria,96,19.675944312937933
estacionaria,97,22.80403023488445
estacionaria,98,23.329702949992402
estacionaria,99,23.050904395949217
estacionaria,100,21.571485734771002
estacionaria,101,19.818143578959017
estacionaria,102,16.735705936206354
estacionaria,103,14.903335903216835
estacionaria,104,15.49884150969446
estacionaria,105,18.560054689513485
estacionaria,106,19.50370157249984
estacionaria,107,19.075382200989985
estacionaria,108,19.01967738164448
estacionaria,109,18.723545863711113
estacionaria,110,19.017006006949146
estacionaria,111,19.65249163343229
estacionaria,112,19.096404446578145
estacionaria,113,18.39974418469994
estacionaria,114,17.004545838752986
estacionaria,115,16.56903380751369
estacionaria,116,17.403322487614677
estacionaria,117,19.72729211317539
estacionaria,118,25.364671187235206
estacionaria,119,27.437611512299117
estacionaria,120,26.767550102906892
estacionaria,121,23.907303848153617
estacionaria,122,21.590202669815156
estacionaria,123,18.763237387466827
estacionaria,124,18.076055187500938
estacionaria,125,16.509709688854958
estacionaria,126,15.641463973158686
estacionaria,127,18.370777013838698
estacionaria,128,21.222644497717624
estacionaria,129,22.262853926383563
estacionaria,130,23.26856481556125
estacionaria,131,22.37843413188251
estacionaria,132,21.3366118530057
estacionaria,133,18.421258213470416
estacionaria,134,15.501148508365505
estacionaria,135,16.46147117813166
estacionaria,136,17.270560638213794
estacionaria,137,18.81224520544953
estacionaria,138,21.509859951627526
estacionaria,139,23.183143904762883
estacionaria,140,24.30338268765651
estacionaria,141,23.65376913882677
estacionaria,142,23.02554489216536
estacionaria,143,21.58857749708135
estacionaria,144,20.752514202909627
estacionaria,145,20.695172467750506
estacionaria,146,20.33285118440261
estacionaria,147,21.46038345577052
estacionaria,148,21.37585863606642
estacionaria,149,21.029412703222974
estacionaria,150,22.036211225671256
estacionaria,151,22.226017373506075
estacionaria,152,23.20544301070933
estacionaria,153,20.125211293970626
estacionaria,154,16.77561759947603
estacionaria,155,16.789807204219212
estacionaria,156,17.899388413523628
estacionaria,157,18.78909551823151
estacionaria,158,20.410664017913984
estacionaria,159,21.525079222930145
estacionaria,160,20.21492943744502
estacionaria,161,19.723902232923585
estacionaria,162,20.544758557843625
estacionaria,163,21.66368776342314
estacionaria,164,22.768868820923966
estacionaria,165,23.011523471506685
estacionaria,166,22.01904248798645
estacionaria,167,20.121365137557053
estacionaria,168,18.616046344037198
estacionaria,169,18.091148074275548
estacionaria,170,16.872109013984716
estacionaria,171,15.082612802866738
estacionaria,172,16.14282679347272
estacionaria,173,19.470201823410036
estacionaria,174,23.6078346943415
estacionaria,175,25.04982657300585
estacionaria,176,25.207032405889088
estacionaria,177,23.816232049629182
estacionaria,178,23.75348932052176
estacionaria,179,21.21182895559001
estacionaria,180,19.753893128709475
estacionaria,181,19.43451010797082
estacionaria,182,20.061544795088906
estacionaria,183,21.2562100112396
estacionaria,184,22.09388623090926
estacionaria,185,23.360392389022095
estacionaria,186,24.528719202663677
estacionaria,187,24.536459439112306
estacionaria,188,22.70380843404261
estacionaria,189,21.49070684168138
estacionaria,190,20.020422382056935
estacionaria,191,17.901424870749587
estacionaria,192,17.055370861526622
estacionaria,193,16.742164040576718
estacionaria,194,19.329053045740675
estacionaria,195,21.998754192520593
estacionaria,196,22.497315450982505
estacionaria,197,22.967682591603985
estacionaria,198,22.53964418236555
estacionaria,199,21.38265436044576
estacionaria,200,21.28901199195369
