unique_id,ds,y
Google_cierre,2014-01-02,552.963501
Google_cierre,2014-01-03,548.929749
Google_cierre,2014-01-06,555.049927
Google_cierre,2014-01-07,565.750366
Google_cierre,2014-01-08,566.927673
Google_cierre,2014-01-09,561.468201
Google_cierre,2014-01-10,561.438354
Google_cierre,2014-01-13,557.861633
Google_cierre,2014-01-14,570.986267
Google_cierre,2014-01-15,570.598816
Google_cierre,2014-01-16,574.374268
Google_cierre,2014-01-17,571.547607
Google_cierre,2014-01-21,578.090088
Google_cierre,2014-01-22,578.745789
Google_cierre,2014-01-23,576.301697
Google_cierre,2014-01-24,558.283875
Google_cierre,2014-01-27,547.056946
Google_cierre,2014-01-28,557.876526
Google_cierre,2014-01-29,549.883545
Google_cierre,2014-01-30,564.02655
Google_cierre,2014-01-31,586.669312
Google_cierre,2014-02-03,563.052856
Google_cierre,2014-02-04,565.402588
Google_cierre,2014-02-05,567.906311
Google_cierre,2014-02-06,576.232178
Google_cierre,2014-02-07,584.91571
Google_cierre,2014-02-10,582.675232
Google_cierre,2014-02-11,591.244507
Google_cierre,2014-02-12,589.510803
Google_cierre,2014-02-13,596.07312
Google_cierre,2014-02-14,597.513733
Google_cierre,2014-02-18,601.527649
Google_cierre,2014-02-19,597.285217
Google_cierre,2014-02-20,598.16449
Google_cierre,2014-02-21,598.005554
Google_cierre,2014-02-24,602.337402
Google_cierre,2014-02-25,606.058167
Google_cierre,2014-02-26,606.142639
Google_cierre,2014-02-27,605.66571
Google_cierre,2014-02-28,603.897217
Google_cierre,2014-03-03,597.459106
Google_cierre,2014-03-04,603.529602
Google_cierre,2014-03-05,605.193787
Google_cierre,2014-03-06,605.864441
Google_cierre,2014-03-07,603.470032
Google_cierre,2014-03-10,601.870422
Google_cierre,2014-03-11,596.117798
Google_cierre,2014-03-12,599.749207
Google_cierre,2014-03-13,590.688171
Google_cierre,2014-03-14,582.610657
Google_cierre,2014-03-17,592.198303
Google_cierre,2014-03-18,601.716431
Google_cierre,2014-03-19,595.750244
Google_cierre,2014-03-20,594.711975
Google_cierre,2014-03-21,587.697571
Google_cierre,2014-03-24,575.223694
Google_cierre,2014-03-25,575.61615
Google_cierre,2014-03-26,562.327576
Google_cierre,2014-03-27,555.406067
Google_cierre,2014-03-28,556.927734
Google_cierre,2014-03-31,553.924255
Google_cierre,2014-04-01,564.058533
Google_cierre,2014-04-02,563.899353
Google_cierre,2014-04-03,566.62439
Google_cierre,2014-04-04,540.169861
Google_cierre,2014-04-07,535.207153
Google_cierre,2014-04-08,551.86554
Google_cierre,2014-04-09,561.054993
Google_cierre,2014-04-10,537.991821
Google_cierre,2014-04-11,527.698425
Google_cierre,2014-04-14,529.60791
Google_cierre,2014-04-15,533.50647
Google_cierre,2014-04-16,553.496582
Google_cierre,2014-04-17,533.168335
Google_cierre,2014-04-21,525.729248
Google_cierre,2014-04-22,531.885437
Google_cierre,2014-04-23,524.058472
Google_cierre,2014-04-24,522.288208
Google_cierre,2014-04-25,513.3573
Google_cierre,2014-04-28,514.32196
Google_cierre,2014-04-29,524.81427
Google_cierre,2014-04-30,523.779968
Google_cierre,2014-05-01,528.444336
Google_cierre,2014-05-02,525.04303
Google_cierre,2014-05-05,524.923706
Google_cierre,2014-05-06,512.322998
Google_cierre,2014-05-07,507.171295
Google_cierre,2014-05-08,508.205627
Google_cierre,2014-05-09,515.893311
Google_cierre,2014-05-12,527.022156
Google_cierre,2014-05-13,530.174805
Google_cierre,2014-05-14,523.77002
Google_cierre,2014-05-15,517.136536
Google_cierre,2014-05-16,517.782959
Google_cierre,2014-05-19,525.967957
Google_cierre,2014-05-20,526.872986
Google_cierre,2014-05-21,535.992798
Google_cierre,2014-05-22,542.079346
Google_cierre,2014-05-23,549.677551
Google_cierre,2014-05-27,562.855103
Google_cierre,2014-05-28,558.608459
Google_cierre,2014-05-29,557.017212
Google_cierre,2014-05-30,556.828247
Google_cierre,2014-06-02,550.900879
Google_cierre,2014-06-03,541.960022
Google_cierre,2014-06-04,541.681519
Google_cierre,2014-06-05,550.871033
Google_cierre,2014-06-06,553.28772
Google_cierre,2014-06-09,559.046082
Google_cierre,2014-06-10,557.484619
Google_cierre,2014-06-11,555.783997
Google_cierre,2014-06-12,548.334961
