unique_id,ds,y
california,2025-04-27 17:00:00,21997.0
california,2025-04-27 18:00:00,21418.0
california,2025-04-27 19:00:00,21343.0
california,2025-04-27 20:00:00,21908.0
california,2025-04-27 21:00:00,22124.0
california,2025-04-27 22:00:00,22074.0
california,2025-04-27 23:00:00,21260.0
california,2025-04-28 00:00:00,20994.0
california,2025-04-28 01:00:00,20798.0
california,2025-04-28 02:00:00,21532.0
california,2025-04-28 03:00:00,22136.0
california,2025-04-28 04:00:00,23550.0
california,2025-04-28 05:00:00,24140.0
california,2025-04-28 06:00:00,23750.0
california,2025-04-28 07:00:00,22753.0
california,2025-04-28 08:00:00,21514.0
california,2025-04-28 09:00:00,21153.0
california,2025-04-28 10:00:00,20964.0
california,2025-04-28 11:00:00,20164.0
california,2025-04-28 12:00:00,19657.0
california,2025-04-28 13:00:00,19932.0
california,2025-04-28 14:00:00,21621.0
california,2025-04-28 15:00:00,23268.0
california,2025-04-28 16:00:00,24420.0
california,2025-04-28 17:00:00,24342.0
california,2025-04-28 18:00:00,23758.0
california,2025-04-28 19:00:00,24456.0
california,2025-04-28 20:00:00,23729.0
california,2025-04-28 21:00:00,23184.0
california,2025-04-28 22:00:00,22578.0
california,2025-04-28 23:00:00,21334.0
california,2025-04-29 00:00:00,21103.0
california,2025-04-29 01:00:00,21351.0
california,2025-04-29 02:00:00,22186.0
california,2025-04-29 03:00:00,23553.0
california,2025-04-29 04:00:00,25342.0
california,2025-04-29 05:00:00,25826.0
california,2025-04-29 06:00:00,25149.0
california,2025-04-29 07:00:00,23918.0
california,2025-04-29 08:00:00,22570.0
california,2025-04-29 09:00:00,21860.0
california,2025-04-29 10:00:00,21129.0
california,2025-04-29 11:00:00,20554.0
california,2025-04-29 12:00:00,20578.0
california,2025-04-29 13:00:00,21038.0
california,2025-04-29 14:00:00,22014.0
california,2025-04-29 15:00:00,23437.0
california,2025-04-29 16:00:00,24357.0
california,2025-04-29 17:00:00,24265.0
california,2025-04-29 18:00:00,24211.0
california,2025-04-29 19:00:00,23801.0
california,2025-04-29 20:00:00,23537.0
california,2025-04-29 21:00:00,22816.0
california,2025-04-29 22:00:00,22836.0
california,2025-04-29 23:00:00,21406.0
california,2025-04-30 00:00:00,21885.0
california,2025-04-30 01:00:00,21952.0
california,2025-04-30 02:00:00,23501.0
california,2025-04-30 03:00:00,25053.0
california,2025-04-30 04:00:00,26360.0
california,2025-04-30 05:00:00,26718.0
california,2025-04-30 06:00:00,26086.0
california,2025-04-30 07:00:00,24826.0
california,2025-04-30 08:00:00,23251.0
california,2025-04-30 09:00:00,22569.0
california,2025-04-30 10:00:00,21855.0
california,2025-04-30 11:00:00,21356.0
california,2025-04-30 12:00:00,20793.0
california,2025-04-30 13:00:00,20984.0
california,2025-04-30 14:00:00,21851.0
california,2025-04-30 15:00:00,23320.0
california,2025-04-30 16:00:00,24675.0
california,2025-04-30 17:00:00,24930.0
california,2025-04-30 18:00:00,24567.0
california,2025-04-30 19:00:00,24550.0
california,2025-04-30 20:00:00,23329.0
california,2025-04-30 21:00:00,23359.0
california,2025-04-30 22:00:00,23336.0
california,2025-04-30 23:00:00,22170.0
california,2025-05-01 00:00:00,22576.0
california,2025-05-01 01:00:00,22918.0
california,2025-05-01 02:00:00,23707.0
california,2025-05-01 03:00:00,25674.0
california,2025-05-01 04:00:00,26841.0
california,2025-05-01 05:00:00,27299.0
california,2025-05-01 06:00:00,26506.0
california,2025-05-01 07:00:00,24875.0
california,2025-05-01 08:00:00,23383.0
california,2025-05-01 09:00:00,22709.0
california,2025-05-01 10:00:00,21904.0
california,2025-05-01 11:00:00,21248.0
california,2025-05-01 12:00:00,20731.0
california,2025-05-01 13:00:00,21115.0
california,2025-05-01 14:00:00,21878.0
california,2025-05-01 15:00:00,23060.0
california,2025-05-01 16:00:00,24707.0
california,2025-05-01 17:00:00,25053.0
california,2025-05-01 18:00:00,25109.0
california,2025-05-01 19:00:00,25370.0
california,2025-05-01 20:00:00,25678.0
california,2025-05-01 21:00:00,24465.0
california,2025-05-01 22:00:00,23382.0
california,2025-05-01 23:00:00,21511.0
california,2025-05-02 00:00:00,21993.0
california,2025-05-02 01:00:00,22523.0
california,2025-05-02 02:00:00,23889.0
california,2025-05-02 03:00:00,25477.0
california,2025-05-02 04:00:00,26620.0
california,2025-05-02 05:00:00,26988.0
california,2025-05-02 06:00:00,26510.0
california,2025-05-02 07:00:00,25235.0
california,2025-05-02 08:00:00,23820.0
california,2025-05-02 09:00:00,22805.0
california,2025-05-02 10:00:00,21878.0
california,2025-05-02 11:00:00,21374.0
california,2025-05-02 12:00:00,21112.0
california,2025-05-02 13:00:00,21151.0
california,2025-05-02 14:00:00,22183.0
california,2025-05-02 15:00:00,23489.0
california,2025-05-02 16:00:00,24830.0
california,2025-05-02 17:00:00,25393.0
california,2025-05-02 18:00:00,25580.0
california,2025-05-02 19:00:00,24802.0
california,2025-05-02 20:00:00,24689.0
california,2025-05-02 21:00:00,24583.0
california,2025-05-02 22:00:00,24216.0
california,2025-05-02 23:00:00,22989.0
california,2025-05-03 00:00:00,21906.0
california,2025-05-03 01:00:00,22560.0
california,2025-05-03 02:00:00,23602.0
california,2025-05-03 03:00:00,25118.0
california,2025-05-03 04:00:00,26519.0
california,2025-05-03 05:00:00,26921.0
california,2025-05-03 06:00:00,26437.0
california,2025-05-03 07:00:00,25338.0
california,2025-05-03 08:00:00,24059.0
california,2025-05-03 09:00:00,23106.0
california,2025-05-03 10:00:00,22255.0
california,2025-05-03 11:00:00,21286.0
california,2025-05-03 12:00:00,20794.0
